,crawled_at,address,estado,city,area,rooms,bathrooms,garage,condo,price_rent
13242,2022-06-23 22:06:00,"Rua Estevão Baião, 785 - Campo Belo, São Paulo - SP",SP,sao-paulo,60.0,2.0,2.0,1.0,900.0,3200.0
13243,2022-06-23 22:06:00,"Rua Adolfo Gordo, 52 - Santa Cecília, São Paulo - SP",SP,sao-paulo,28.0,1.0,1.0,1.0,455.0,1450.0
13244,2022-06-23 22:06:00,"Avenida Parada Pinto, 3696 - Horto Florestal, São Paulo - SP",SP,sao-paulo,82.0,3.0,2.0,2.0,1200.0,1400.0
13245,2022-06-23 22:06:00,"Rua Manuel da Nóbrega, 604 - Paraíso, São Paulo - SP",SP,sao-paulo,47.0,1.0,1.0,1.0,900.0,2800.0
13246,2022-06-23 22:06:00,"Avenida Venceslau de Queirós - Jaguaré, São Paulo - SP",SP,sao-paulo,82.0,3.0,3.0,2.0,650.0,4200.0
13288,2022-06-23 22:06:00,"Rua Doutor Guilherme Bannitz - Itaim Bibi, São Paulo - SP",SP,sao-paulo,98.0,2.0,3.0,2.0,1900.0,10000.0
13289,2022-06-23 22:06:00,"Rua Conselheiro Furtado, 868 - Liberdade, São Paulo - SP",SP,sao-paulo,60.0,2.0,2.0,1.0,680.0,2000.0
13291,2022-06-23 22:06:00,"Rua Albina Barbosa, 210 - Aclimação, São Paulo - SP",SP,sao-paulo,70.0,3.0,2.0,2.0,750.0,2800.0
13292,2022-06-23 22:06:00,"Rua Bem Vinda Apparecida de Abreu Leme, 90 - Santana, São Paulo - SP",SP,sao-paulo,45.0,1.0,1.0,0.0,713.0,2950.0
13293,2022-06-23 22:06:00,"Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",SP,sao-paulo,78.0,2.0,2.0,2.0,1200.0,5800.0
13294,2022-06-23 22:06:00,"Rua Fernando Falcão, 903 - Móoca, São Paulo - SP",SP,sao-paulo,73.0,2.0,2.0,1.0,550.0,2000.0
13295,2022-06-23 22:06:00,"Rua Helena, 120 - Vila Olímpia, São Paulo - SP",SP,sao-paulo,93.0,2.0,3.0,1.0,1163.0,7000.0
13296,2022-06-23 22:06:00,"Rua João Antônio de Oliveira, 55 - Móoca, São Paulo - SP",SP,sao-paulo,100.0,3.0,3.0,10.0,950.0,4800.0
13297,2022-06-23 22:06:00,"Rua Padre Antônio de Sá, 67 - Tatuapé, São Paulo - SP",SP,sao-paulo,86.0,3.0,2.0,1.0,1128.0,2250.0
13298,2022-06-23 22:06:00,"Avenida Bem-te-vi, 362 - Moema, São Paulo - SP",SP,sao-paulo,65.0,2.0,2.0,1.0,754.0,4700.0
13299,2022-06-23 22:06:00,"Praça da República, 32 - República, São Paulo - SP",SP,sao-paulo,380.0,4.0,6.0,1.0,2800.0,10000.0
13300,2022-06-23 22:06:00,"Alameda Jaú, 310 - Jardins, São Paulo - SP",SP,sao-paulo,68.0,2.0,2.0,2.0,1998.0,4100.0
13303,2022-06-23 22:06:00,"Rua Cristiano Viana, 62 - Pinheiros, São Paulo - SP",SP,sao-paulo,90.0,2.0,2.0,1.0,1000.0,5986.0
13304,2022-06-23 22:06:00,"Rua Engenheiro Bianor, 141 - Butantã, São Paulo - SP",SP,sao-paulo,29.0,1.0,1.0,0.0,425.0,2999.0
13305,2022-06-23 22:06:00,"Rua Tucuna, 908 - Perdizes, São Paulo - SP",SP,sao-paulo,60.0,2.0,2.0,1.0,875.0,2500.0
13306,2022-06-23 22:06:00,"Rua Cristiano Viana, 463 - Pinheiros, São Paulo - SP",SP,sao-paulo,45.0,1.0,1.0,1.0,800.0,2000.0
13307,2022-06-23 22:06:00,"Rua Lino Coutinho - Ipiranga, São Paulo - SP",SP,sao-paulo,110.0,3.0,3.0,2.0,1476.0,4500.0
13308,2022-06-23 22:06:00,"Rua Barão Nicolino Barra, 139 - Jardim Germania, São Paulo - SP",SP,sao-paulo,48.0,2.0,1.0,1.0,450.0,1890.0
13312,2022-06-23 22:06:00,"Rua Alcantarilla - Morumbi, São Paulo - SP",SP,sao-paulo,130.0,2.0,4.0,2.0,1200.0,3300.0
13313,2022-06-23 22:06:00,"Rua Turiassu, 1347 - Perdizes, São Paulo - SP",SP,sao-paulo,25.0,1.0,1.0,1.0,490.0,2800.0
13358,2022-06-23 22:06:00,"Rua Rosário Tudda, 150 - Itaquera, São Paulo - SP",SP,sao-paulo,40.0,2.0,1.0,0.0,100.0,1100.0
13360,2022-06-23 22:06:00,"Estrada Velha da Penha, 88 - Tatuapé, São Paulo - SP",SP,sao-paulo,58.0,2.0,2.0,1.0,520.0,1800.0
13361,2022-06-23 22:06:00,"Rua Anhangüera, 725 - Barra Funda, São Paulo - SP",SP,sao-paulo,62.0,3.0,2.0,1.0,850.0,3100.0
13367,2022-06-23 22:06:00,"Rua dos Americanos, 185 - Barra Funda, São Paulo - SP",SP,sao-paulo,65.0,1.0,2.0,1.0,750.0,3100.0
13368,2022-06-23 22:06:00,"Rua Joaquim Antunes, 796 - Pinheiros, São Paulo - SP",SP,sao-paulo,65.0,2.0,2.0,1.0,1150.0,2600.0
13369,2022-06-23 22:06:00,"Vila Leopoldina, São Paulo - SP",SP,sao-paulo,125.0,3.0,2.0,2.0,998.0,6500.0
13370,2022-06-23 22:06:00,"Rua Flórida, 1901 - Brooklin, São Paulo - SP",SP,sao-paulo,220.0,4.0,6.0,4.0,3750.0,18000.0
13371,2022-06-23 22:06:00,"Rua Rio Grande, 321 - Vila Mariana, São Paulo - SP",SP,sao-paulo,72.0,3.0,3.0,2.0,1106.0,2550.0
13372,2022-06-23 22:06:00,"Rua Jaceru, 346 - Brooklin, São Paulo - SP",SP,sao-paulo,70.0,1.0,1.0,1.0,870.0,5481.0
13373,2022-06-23 22:06:00,"Rua Eça de Queiroz, 325 - Vila Mariana, São Paulo - SP",SP,sao-paulo,163.0,3.0,3.0,2.0,1500.0,15000.0
13374,2022-06-23 22:06:00,"Vila Alpina, São Paulo - SP",SP,sao-paulo,29.0,1.0,1.0,0.0,200.0,1250.0
13376,2022-06-23 22:06:00,"Avenida Leonardo da Vinci, 2566 - Vila Guarani, São Paulo - SP",SP,sao-paulo,128.0,3.0,3.0,2.0,1290.0,5200.0
13377,2022-06-23 22:06:00,"Rua Major Quedinho, 322 - Bela Vista, São Paulo - SP",SP,sao-paulo,72.0,1.0,1.0,0.0,500.0,1550.0
13378,2022-06-23 22:06:00,"Rua Humberto I, 962 - Vila Mariana, São Paulo - SP",SP,sao-paulo,85.0,2.0,2.0,0.0,520.0,3000.0
13379,2022-06-23 22:06:00,"Rua Eça de Queiroz - Vila Mariana, São Paulo - SP",SP,sao-paulo,105.0,3.0,2.0,1.0,900.0,3000.0
13381,2022-06-23 22:06:00,"Avenida Santo Amaro, 4111 - Brooklin, São Paulo - SP",SP,sao-paulo,37.0,1.0,1.0,1.0,800.0,2700.0
13382,2022-06-23 22:06:00,"Avenida Imperatriz Leopoldina, 915 - Vila Leopoldina, São Paulo - SP",SP,sao-paulo,41.0,1.0,1.0,1.0,342.0,2750.0
13383,2022-06-23 22:06:00,"Rua Aimberê, 466 - Perdizes, São Paulo - SP",SP,sao-paulo,64.0,2.0,1.0,1.0,820.0,2500.0
13384,2022-06-23 22:06:00,"Rua Guaicurus - Água Branca, São Paulo - SP",SP,sao-paulo,29.0,1.0,1.0,0.0,250.0,1800.0
13387,2022-06-23 22:06:00,"Rua dos Cariris Novos, 225 - Jardim Santa Emília, São Paulo - SP",SP,sao-paulo,56.0,3.0,1.0,1.0,398.0,1200.0
13388,2022-06-23 22:06:00,"Rua Brasília, 85 - Itaim Bibi, São Paulo - SP",SP,sao-paulo,105.0,3.0,2.0,2.0,1148.0,5683.0
13389,2022-06-23 22:06:00,"Rua Francisco Luiz de Souza Júnior, 350 - Barra Funda, São Paulo - SP",SP,sao-paulo,70.0,2.0,2.0,1.0,515.0,2600.0
13390,2022-06-23 22:06:00,"Rua Alves Guimarães, 139 - Pinheiros, São Paulo - SP",SP,sao-paulo,100.0,2.0,1.0,1.0,780.0,3000.0
13431,2022-06-23 22:06:00,"Rua Sebastião Barbosa - Vila Regente Feijó, São Paulo - SP",SP,sao-paulo,140.0,3.0,4.0,3.0,1576.0,2000.0
13432,2022-06-23 22:06:00,"Pinheiros, São Paulo - SP",SP,sao-paulo,40.0,1.0,1.0,1.0,871.0,3990.0
13434,2022-06-23 22:06:00,"Rua Palacete das Águias, 558 - Vila Mascote, São Paulo - SP",SP,sao-paulo,70.0,2.0,2.0,1.0,1040.0,1540.0
13435,2022-06-23 22:06:00,"Avenida Armando Ferrentini - Centro, São Paulo - SP",SP,sao-paulo,70.0,3.0,3.0,2.0,1100.0,2500.0
13436,2022-06-23 22:06:00,"Rua Costa Rego, 21 - Vila Guilhermina, São Paulo - SP",SP,sao-paulo,30.0,1.0,1.0,0.0,150.0,1139.0
13437,2022-06-23 22:06:00,"Rua Nicolau Barreto, 614 - Vila Cordeiro, São Paulo - SP",SP,sao-paulo,49.0,1.0,2.0,1.0,624.0,3600.0
13439,2022-06-23 22:06:00,"Rua Abílio Soares, 537 - Paraíso, São Paulo - SP",SP,sao-paulo,127.0,2.0,2.0,1.0,1250.0,2900.0
13440,2022-06-23 22:06:00,"Rua Castilho, 155 - Brooklin, São Paulo - SP",SP,sao-paulo,44.0,1.0,1.0,1.0,585.0,3300.0
13441,2022-06-23 22:06:00,"Rua Catuti, 21 - Vila Andrade, São Paulo - SP",SP,sao-paulo,65.0,2.0,1.0,1.0,600.0,2200.0
13442,2022-06-23 22:06:00,"Moema, São Paulo - SP",SP,sao-paulo,102.0,2.0,2.0,1.0,1336.0,3500.0
13443,2022-06-23 22:06:00,"Jardim Paulista, São Paulo - SP",SP,sao-paulo,90.0,2.0,4.0,1.0,1600.0,4000.0
13444,2022-06-23 22:07:00,"Rua Guararapes, 2073 - Brooklin, São Paulo - SP",SP,sao-paulo,111.0,2.0,4.0,2.0,1100.0,8500.0
13445,2022-06-23 22:07:00,"Rua Inhambú, 763 - Moema, São Paulo - SP",SP,sao-paulo,70.0,2.0,3.0,1.0,986.0,2899.0
13446,2022-06-23 22:07:00,"Interlagos, São Paulo - SP",SP,sao-paulo,50.0,2.0,1.0,1.0,380.0,2020.0
13447,2022-06-23 22:07:00,"Rua Bartira - Perdizes, São Paulo - SP",SP,sao-paulo,110.0,3.0,3.0,3.0,2150.0,2900.0
13448,2022-06-23 22:07:00,"Rua Comendador Gabriel Cotti, 113 - Piqueri, São Paulo - SP",SP,sao-paulo,60.0,2.0,1.0,2.0,600.0,1800.0
13449,2022-06-23 22:07:00,"Rua Peixoto Gomide, 596 - Cerqueira César, São Paulo - SP",SP,sao-paulo,73.0,2.0,2.0,1.0,610.0,4700.0
13450,2022-06-23 22:07:00,"Rua Sapucaia, 326 - Móoca, São Paulo - SP",SP,sao-paulo,202.0,4.0,5.0,4.0,2091.0,8500.0
13451,2022-06-23 22:07:00,"Alameda Jauaperi, 411 - Moema, São Paulo - SP",SP,sao-paulo,89.0,1.0,2.0,2.0,10.0,7500.0
13452,2022-06-23 22:07:00,"Rua Oscar Freire, 1758 - Pinheiros, São Paulo - SP",SP,sao-paulo,60.0,2.0,2.0,1.0,883.0,2500.0
13453,2022-06-23 22:07:00,"Rua Gaspar Lourenço, 231 - Vila Mariana, São Paulo - SP",SP,sao-paulo,30.0,1.0,2.0,1.0,759.0,1700.0
13454,2022-06-23 22:07:00,"Rua Baguari, 89 - Tatuapé, São Paulo - SP",SP,sao-paulo,60.0,2.0,1.0,1.0,497.0,1600.0
13455,2022-06-23 22:07:00,"Avenida Rebouças, 1354 - Pinheiros, São Paulo - SP",SP,sao-paulo,169.0,3.0,2.0,1.0,870.0,7500.0
13457,2022-06-23 22:07:00,"Rua Tiquatira, 517 - Bosque da Saúde, São Paulo - SP",SP,sao-paulo,70.0,2.0,2.0,2.0,1132.0,2500.0
13458,2022-06-23 22:07:00,"Rua Croata, 386 - Lapa, São Paulo - SP",SP,sao-paulo,88.0,3.0,2.0,2.0,828.0,5200.0
13459,2022-06-23 22:07:00,"Rua Pedrália, 275 - Bosque da Saúde, São Paulo - SP",SP,sao-paulo,103.0,3.0,2.0,2.0,900.0,6500.0
13460,2022-06-23 22:07:00,"Rua Diogo de Quadros, 340 - Brooklin, São Paulo - SP",SP,sao-paulo,65.0,2.0,2.0,2.0,680.0,3700.0
13461,2022-06-23 22:07:00,"Rua Doutor Neto de Araújo - Vila Mariana, São Paulo - SP",SP,sao-paulo,56.0,2.0,2.0,1.0,926.0,2500.0
13462,2022-06-23 22:07:00,"Campo Belo, São Paulo - SP",SP,sao-paulo,87.0,2.0,2.0,1.0,1244.0,2600.0
13504,2022-06-23 22:07:00,"Rua Frei Caneca, 1100 - Consolação, São Paulo - SP",SP,sao-paulo,30.0,1.0,1.0,0.0,400.0,1800.0
13505,2022-06-23 22:07:00,"Rua Azevedo Soares, 425 - Tatuapé, São Paulo - SP",SP,sao-paulo,80.0,3.0,3.0,2.0,1350.0,1950.0
13506,2022-06-23 22:07:00,"Rua Rosa Gaeta Lazara, 93 - Brooklin, São Paulo - SP",SP,sao-paulo,92.0,2.0,3.0,2.0,800.0,8800.0
13507,2022-06-23 22:07:00,"Alameda Fernão Cardim, 355 - Jardins, São Paulo - SP",SP,sao-paulo,53.0,1.0,1.0,1.0,1190.0,4150.0
13508,2022-06-23 22:07:00,"Avenida Raimundo Pereira de Magalhães, 2239 - Jardim Íris, São Paulo - SP",SP,sao-paulo,44.0,2.0,1.0,0.0,425.0,1200.0
13509,2022-06-23 22:07:00,"Rua Pirituba, 219 - Mirandópolis, São Paulo - SP",SP,sao-paulo,80.0,2.0,2.0,1.0,660.0,2400.0
13510,2022-06-23 22:07:00,"Rua João Antônio de Oliveira, 544 - Móoca, São Paulo - SP",SP,sao-paulo,82.0,3.0,1.0,2.0,1337.0,4380.0
13511,2022-06-23 22:07:00,"Rua Alvorada - Vila Olímpia, São Paulo - SP",SP,sao-paulo,65.0,2.0,1.0,1.0,960.0,2600.0
13512,2022-06-23 22:07:00,"Rua Aroaba, 482 - Vila Leopoldina, São Paulo - SP",SP,sao-paulo,72.0,2.0,2.0,1.0,1150.0,3000.0
13513,2022-06-23 22:07:00,"Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",SP,sao-paulo,51.0,1.0,1.0,1.0,720.0,3500.0
13514,2022-06-23 22:07:00,"Alameda Franca - Jardim Paulista, São Paulo - SP",SP,sao-paulo,75.0,2.0,1.0,1.0,890.0,3300.0
13515,2022-06-23 22:07:00,"Rua Vieira de Morais - Campo Belo, São Paulo - SP",SP,sao-paulo,42.0,1.0,1.0,1.0,790.0,2300.0
13516,2022-06-23 22:07:00,"Alameda Barros, 200 - Santa Cecília, São Paulo - SP",SP,sao-paulo,45.0,1.0,1.0,0.0,540.0,1600.0
13517,2022-06-23 22:07:00,"Rua Helena, 102 - Vila Olímpia, São Paulo - SP",SP,sao-paulo,75.0,2.0,2.0,1.0,1318.0,3200.0
13519,2022-06-23 22:07:00,"Avenida Guarapiranga, 2500 - Guarapiranga, São Paulo - SP",SP,sao-paulo,47.0,2.0,1.0,1.0,318.0,1482.0
13521,2022-06-23 22:07:00,"Rua Cruz de Malta - Parada Inglesa, São Paulo - SP",SP,sao-paulo,50.0,2.0,1.0,1.0,580.0,1600.0
13522,2022-06-23 22:07:00,"Rua Alves Guimarães, 408 - Pinheiros, São Paulo - SP",SP,sao-paulo,85.0,2.0,2.0,1.0,992.0,2900.0
13523,2022-06-23 22:07:00,"Rua Oscar Freire, 1218 - Jardins, São Paulo - SP",SP,sao-paulo,86.0,2.0,2.0,1.0,1016.0,3500.0
13524,2022-06-23 22:07:00,"Rua João Monteiro, 70 - Campos Eliseos, São Paulo - SP",SP,sao-paulo,40.0,1.0,1.0,0.0,390.0,1100.0
13525,2022-06-23 22:07:00,"Rua Francisco José da Silva, 352 - Vila Andrade, São Paulo - SP",SP,sao-paulo,51.0,2.0,1.0,1.0,409.0,2350.0
13526,2022-06-23 22:07:00,"Avenida Rouxinol, 174 - Moema, São Paulo - SP",SP,sao-paulo,50.0,1.0,1.0,1.0,1500.0,2000.0
13527,2022-06-23 22:07:00,"Avenida Engenheiro Armando de Arruda Pereira, 412 - Jabaquara, São Paulo - SP",SP,sao-paulo,70.0,2.0,1.0,1.0,632.0,1700.0
13528,2022-06-23 22:07:00,"Pinheiros, São Paulo - SP",SP,sao-paulo,65.0,2.0,1.0,1.0,1496.0,5990.0
13529,2022-06-23 22:07:00,"Rua Fernão Sales, 41 - Centro, São Paulo - SP",SP,sao-paulo,80.0,3.0,1.0,0.0,350.0,1300.0
13530,2022-06-23 22:07:00,"Moema, São Paulo - SP",SP,sao-paulo,70.0,2.0,3.0,1.0,986.0,2899.0
13534,2022-06-23 22:07:00,"Rua Itambé, 289 - Higienópolis, São Paulo - SP",SP,sao-paulo,110.0,2.0,2.0,1.0,1154.0,3300.0
13575,2022-06-23 22:07:00,"Rua Doutor Renato Paes de Barros, 295 - Itaim Bibi, São Paulo - SP",SP,sao-paulo,100.0,2.0,1.0,1.0,1067.0,4500.0
13576,2022-06-23 22:07:00,"Avenida Doutor Cardoso de Melo, 841 - Vila Olímpia, São Paulo - SP",SP,sao-paulo,60.0,1.0,2.0,1.0,890.0,5500.0
13579,2022-06-23 22:07:00,"Rua Visconde de Inhomerim, 943 - Móoca, São Paulo - SP",SP,sao-paulo,64.0,2.0,1.0,1.0,760.0,1600.0
13580,2022-06-23 22:07:00,"Rua Doutor Abelardo Vergueiro César - Vila Mascote, São Paulo - SP",SP,sao-paulo,70.0,2.0,2.0,1.0,740.0,2500.0
13581,2022-06-23 22:07:00,"Rua Zacarias de Gois - Campo Belo, São Paulo - SP",SP,sao-paulo,74.0,2.0,2.0,1.0,800.0,5900.0
13582,2022-06-23 22:07:00,"Rua Teodoro de Beaurepaire - Vila Dom Pedro I, São Paulo - SP",SP,sao-paulo,79.0,2.0,2.0,1.0,500.0,1700.0
13583,2022-06-23 22:07:00,"Rua Chinigua, 290 - Jardim Ingá, São Paulo - SP",SP,sao-paulo,45.0,2.0,1.0,1.0,300.0,949.0
13585,2022-06-23 22:07:00,"Rua Coronel Melo de Oliveira, 226 - Perdizes, São Paulo - SP",SP,sao-paulo,123.0,3.0,4.0,2.0,1654.0,5500.0
13586,2022-06-23 22:07:00,"Rua Doutor Jesuíno Maciel - Campo Belo, São Paulo - SP",SP,sao-paulo,70.0,2.0,1.0,1.0,1200.0,3350.0
13587,2022-06-23 22:07:00,"Rua Pedro Cacunda - Jardim São Paulo, São Paulo - SP",SP,sao-paulo,113.0,3.0,2.0,2.0,1271.0,3600.0
13588,2022-06-23 22:07:00,"Avenida Lavandisca, 627 - Moema, São Paulo - SP",SP,sao-paulo,74.0,2.0,3.0,1.0,807.0,7000.0
13589,2022-06-23 22:07:00,"Rua Oscar Freire, 1735 - Pinheiros, São Paulo - SP",SP,sao-paulo,80.0,2.0,2.0,1.0,1000.0,3400.0
13590,2022-06-23 22:07:00,"Rua Rubens Meireles, 99 - Barra Funda, São Paulo - SP",SP,sao-paulo,45.0,1.0,1.0,1.0,631.0,2100.0
13591,2022-06-23 22:07:00,"Ipiranga, São Paulo - SP",SP,sao-paulo,40.0,1.0,1.0,0.0,100.0,970.0
13592,2022-06-23 22:07:00,"Rua Anhangüera, 289 - Barra Funda, São Paulo - SP",SP,sao-paulo,70.0,2.0,1.0,0.0,160.0,1400.0
13593,2022-06-23 22:07:00,"Rua Doutor Gabriel dos Santos, 179 - Santa Cecília, São Paulo - SP",SP,sao-paulo,96.0,3.0,3.0,2.0,1944.0,2580.0
13594,2022-06-23 22:07:00,"Rua Mário Amaral - Paraíso, São Paulo - SP",SP,sao-paulo,193.0,3.0,4.0,4.0,3500.0,11000.0
13595,2022-06-23 22:07:00,"Rua Carmo do Rio Verde, 109 - Granja Julieta, São Paulo - SP",SP,sao-paulo,62.0,2.0,2.0,1.0,800.0,4500.0
13596,2022-06-23 22:07:00,"Vila Gumercindo, São Paulo - SP",SP,sao-paulo,69.0,3.0,2.0,2.0,756.0,2550.0
13597,2022-06-23 22:07:00,"Rua Michigan, 560 - Cidade Monções, São Paulo - SP",SP,sao-paulo,128.0,2.0,3.0,3.0,1400.0,20000.0
13598,2022-06-23 22:07:00,"Rua Jaracatia, 165 - Campo Limpo, São Paulo - SP",SP,sao-paulo,52.0,2.0,1.0,1.0,330.0,1800.0
13599,2022-06-23 22:07:00,"Rua Ibituruna - Parque Imperial , São Paulo - SP",SP,sao-paulo,62.0,2.0,2.0,1.0,555.0,2200.0
13601,2022-06-23 22:07:00,"Rua Ventura Carneiro, 1 - Imirim, São Paulo - SP",SP,sao-paulo,48.0,2.0,1.0,1.0,658.0,1200.0
13603,2022-06-23 22:07:00,"Avenida Aratãs, 650 - Moema, São Paulo - SP",SP,sao-paulo,93.0,2.0,3.0,9.0,1345.0,4000.0
13604,2022-06-23 22:07:00,"Rua Doutor Veiga Filho - Higienópolis, São Paulo - SP",SP,sao-paulo,30.0,1.0,1.0,0.0,356.0,2000.0
13605,2022-06-23 22:07:00,"Rua Gabriele D'Annunzio, 48 - Campo Belo, São Paulo - SP",SP,sao-paulo,38.0,1.0,1.0,1.0,390.0,3200.0
13606,2022-06-23 22:07:00,"Rua Cananéia, 97 - Vila Prudente, São Paulo - SP",SP,sao-paulo,59.0,2.0,1.0,1.0,700.0,1700.0
13647,2022-06-23 22:07:00,"Paraíso, São Paulo - SP",SP,sao-paulo,42.0,1.0,2.0,1.0,632.0,3200.0
13649,2022-06-23 22:07:00,"Rua Álvaro de Carvalho - Centro, São Paulo - SP",SP,sao-paulo,22.0,1.0,1.0,1.0,375.0,2150.0
13650,2022-06-23 22:07:00,"Rua Cidade de Rio Pardo - Vila Andrade, São Paulo - SP",SP,sao-paulo,138.0,3.0,5.0,2.0,1180.0,6000.0
13654,2022-06-23 22:07:00,"Rua Fernão Dias, 323 - Pinheiros, São Paulo - SP",SP,sao-paulo,57.0,1.0,1.0,1.0,750.0,4200.0
13659,2022-06-23 22:07:00,"Rua Professor José Maria Calazans Nogueira, 232 - Parque São Domingos, São Paulo - SP",SP,sao-paulo,73.0,3.0,2.0,2.0,597.0,2800.0
13672,2022-06-23 22:07:00,"Rua Cônego Vicente Miguel Marino, 29 - Barra Funda, São Paulo - SP",SP,sao-paulo,34.0,1.0,1.0,0.0,280.0,1600.0
13673,2022-06-23 22:07:00,"Rua Jesuíno Arruda, 657 - Itaim Bibi, São Paulo - SP",SP,sao-paulo,60.0,1.0,2.0,1.0,1282.0,2500.0
13720,2022-06-23 22:08:00,"Rua Pantojo - Vila Regente Feijó, São Paulo - SP",SP,sao-paulo,60.0,2.0,2.0,1.0,452.0,3500.0
13725,2022-06-23 22:08:00,"Rua das Camélias - Mirandópolis, São Paulo - SP",SP,sao-paulo,48.0,1.0,1.0,0.0,449.0,1400.0
13726,2022-06-23 22:08:00,"Rua Davi Hume, 113 - Chácara Klabin, São Paulo - SP",SP,sao-paulo,47.0,1.0,1.0,1.0,600.0,2750.0
13727,2022-06-23 22:08:00,"Avenida Padre Antônio José dos Santos, 530 - Brooklin, São Paulo - SP",SP,sao-paulo,85.0,3.0,3.0,2.0,1200.0,3800.0
13728,2022-06-23 22:08:00,"Rua Araguari - Vila Uberabinha, São Paulo - SP",SP,sao-paulo,33.0,1.0,1.0,1.0,449.0,2200.0
13738,2022-06-23 22:08:00,"Rua José Kileber, 555 - Vila Siqueira, São Paulo - SP",SP,sao-paulo,75.0,3.0,2.0,1.0,750.0,1600.0
13745,2022-06-23 22:08:00,"Rua Itacema, 1 - Itaim Bibi, São Paulo - SP",SP,sao-paulo,171.0,3.0,5.0,3.0,2900.0,13000.0
13746,2022-06-23 22:08:00,"Rua Demini, 93 - Penha De Franca, São Paulo - SP",SP,sao-paulo,50.0,2.0,1.0,1.0,600.0,1100.0
13747,2022-06-23 22:08:00,"Avenida Aparecida do Rio Negro, 46 - Piqueri, São Paulo - SP",SP,sao-paulo,42.0,2.0,1.0,0.0,386.0,1635.0
13749,2022-06-23 22:08:00,"Avenida Higienópolis, 938 - Higienópolis, São Paulo - SP",SP,sao-paulo,85.0,1.0,1.0,1.0,1500.0,4800.0
13750,2022-06-23 22:08:00,"Avenida Direitos Humanos, 1201 - Imirim, São Paulo - SP",SP,sao-paulo,110.0,3.0,3.0,2.0,950.0,5600.0
13789,2022-06-23 22:08:00,"Rua Girassol - Vila Madalena, São Paulo - SP",SP,sao-paulo,74.0,2.0,2.0,1.0,1176.0,2300.0
13790,2022-06-23 22:08:00,"Rua Pierre de Beranger - Campo Grande, São Paulo - SP",SP,sao-paulo,80.0,3.0,2.0,1.0,850.0,1600.0
13793,2022-06-23 22:08:00,"Rua Barão de Jaceguai, 1274 - Campo Belo, São Paulo - SP",SP,sao-paulo,42.0,1.0,1.0,1.0,642.0,2000.0
13794,2022-06-23 22:08:00,"Rua Romilda Margarita Gabriel - Itaim Bibi, São Paulo - SP",SP,sao-paulo,130.0,3.0,3.0,1.0,1172.0,6750.0
13795,2022-06-23 22:08:00,"Rua Orfanato, 411 - Vila Prudente, São Paulo - SP",SP,sao-paulo,91.0,3.0,3.0,2.0,677.0,3100.0
13796,2022-06-23 22:08:00,"Avenida Mascote - Vila Mascote, São Paulo - SP",SP,sao-paulo,107.0,3.0,4.0,2.0,771.0,4550.0
13797,2022-06-23 22:08:00,"Rua Benedito Lapin, 123 - Itaim Bibi, São Paulo - SP",SP,sao-paulo,123.0,2.0,3.0,3.0,2122.0,13000.0
13798,2022-06-23 22:08:00,"Rua São Vicente de Paulo - Higienópolis, São Paulo - SP",SP,sao-paulo,100.0,2.0,2.0,1.0,991.0,3200.0
13806,2022-06-23 22:08:00,"Vila Mariana, São Paulo - SP",SP,sao-paulo,80.0,2.0,2.0,1.0,900.0,2300.0
13807,2022-06-23 22:08:00,"Rua Girassol, 1317 - Vila Madalena, São Paulo - SP",SP,sao-paulo,100.0,3.0,2.0,1.0,1240.0,3200.0
13810,2022-06-23 22:08:00,"Avenida Diederichsen, 864 - Vila Guarani, São Paulo - SP",SP,sao-paulo,58.0,2.0,2.0,1.0,707.0,2200.0
13815,2022-06-23 22:08:00,"Cerqueira César, São Paulo - SP",SP,sao-paulo,100.0,2.0,1.0,1.0,1638.0,6000.0
13816,2022-06-23 22:08:00,"Rua Professor Pedreira de Freitas, 372 - Jardim Anália Franco, São Paulo - SP",SP,sao-paulo,125.0,3.0,4.0,3.0,1300.0,4500.0
13819,2022-06-23 22:08:00,"Rua Gararu, 140 - Vila Nova Conceição, São Paulo - SP",SP,sao-paulo,70.0,1.0,1.0,1.0,1300.0,2400.0
13822,2022-06-23 22:08:00,"Rua Luís Góis, 1141 - Vila Mariana, São Paulo - SP",SP,sao-paulo,30.0,1.0,1.0,0.0,200.0,2300.0
13864,2022-06-23 22:08:00,"Rua Cipriano Barata, 1051 - Ipiranga, São Paulo - SP",SP,sao-paulo,90.0,3.0,2.0,2.0,1072.0,2400.0
13869,2022-06-23 22:08:00,"Avenida General Ataliba Leonel, 3238 - Parada Inglesa, São Paulo - SP",SP,sao-paulo,90.0,2.0,2.0,0.0,990.0,1400.0
13878,2022-06-23 22:08:00,"Rua Loureiro da Cruz, 144 - Aclimação, São Paulo - SP",SP,sao-paulo,43.0,1.0,1.0,1.0,920.0,2450.0
13880,2022-06-23 22:08:00,"Avenida Celso Garcia, 1907 - Belém, São Paulo - SP",SP,sao-paulo,57.0,2.0,1.0,1.0,400.0,2000.0
13883,2022-06-23 22:08:00,"Rua Flórida - Brooklin, São Paulo - SP",SP,sao-paulo,40.0,1.0,1.0,1.0,620.0,3700.0
