,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
6887,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6888,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6889,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6890,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6891,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6892,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6893,"Rua França Pereira - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6894,"Rua Benjamin Constant, 159 - Torre, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Espaço gourmet Jardim ...,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:42
6895,"Rua da Glória, 445 - Boa Vista, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Cozinha Elevador Área de serviço Vigia,R$ 700 /mês,R$ 700 /mês,R$ 415,2022-06-23 16:42
6896,"Rua Dom Bosco, 1000 - Boa Vista, Recife - PE",recife,67,3 Quartos,2 Banheiros,-- Vaga,Cozinha Interfone Área de serviço,R$ 1.700 /mês,R$ 1.700 /mês,,2022-06-23 16:42
6897,"Rua dos Médicis - Boa Vista, Recife - PE",recife,30,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.600 /mês,R$ 1.600 /mês,R$ 790,2022-06-23 16:42
6898,"Boa Vista, Recife - PE",recife,52,2 Quartos,1 Banheiro,-- Vaga,None,R$ 1.100 /mês,R$ 130.000,,2022-06-23 16:42
6899,"Avenida Parnamirim, 375 - Parnamirim, Recife - PE",recife,44,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.700 /mês,R$ 3.700 /mês,,2022-06-23 16:42
6900,"Rua Antônio Falcão, 1013 - Boa Viagem, Recife - PE",recife,56,2 Quartos,2 Banheiros,1 Vaga,Piscina Academia Jardim Área de serviço Playground ...,R$ 3.326 /mês,R$ 3.326 /mês,,2022-06-23 16:42
6901,"Rua Ministro Nelson Hungria - Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:42
6902,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,28,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Condomínio fechado Aceita animais Ar-condicionado ...,R$ 1.700 /mês,R$ 1.700 /mês,,2022-06-23 16:42
6903,"Rua José Bonifácio, 1356 - Torre, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Elevador Quintal Área de serviço Cozinha ...,R$ 1.400 /mês,R$ 1.400 /mês,R$ 337,2022-06-23 16:42
6904,"Rua Hipólito Braga, 145 - Rosarinho, Recife - PE",recife,89,3 Quartos,3 Banheiros,2 Vagas,Condomínio fechado Salão de festas Piscina Jardim,R$ 4.000 /mês,R$ 4.000 /mês,,2022-06-23 16:42
6905,"Avenida Parnamirim, 375 - Jaqueira, Recife - PE",recife,44,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:42
6906,"Rua Izabel Magalhães, 51 - Boa Viagem, Recife - PE",recife,60,3 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.200 /mês,R$ 3.200 /mês,,2022-06-23 16:42
6907,"Avenida Engenheiro Domingos Ferreira - Pina, Recife - PE",recife,80,2 Quartos,2 Banheiros,2 Vagas,Varanda Área de serviço,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:42
6908,"Avenida Boa Viagem, 6500 - Boa Viagem, Recife - PE",recife,120,4 Quartos,3 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Aceita animais Jardim ...,R$ 800.000 /mês,R$ 800.000 /mês,R$ 900,2022-06-23 16:42
6909,"Rua dos Navegantes, 1059 - Boa Viagem, Recife - PE",recife,92,3 Quartos,2 Banheiros,2 Vagas,Piscina Segurança 24h Área de serviço,R$ 3.735 /mês,R$ 3.735 /mês,,2022-06-23 16:42
6910,"Rua Doutor Artur Gonçalves, 25 - Madalena, Recife - PE",recife,46,2 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Ar-condicionado Área de serviço ...,R$ 3.200 /mês,R$ 3.200 /mês,,2022-06-23 16:42
6911,"Madalena, Recife - PE",recife,130,3 Quartos,2 Banheiros,1 Vaga,Elevador Varanda gourmet Mobiliado Piscina Área de serviço,R$ 4.200 /mês,R$ 4.200 /mês,R$ 1.000,2022-06-23 16:42
6912,"Rua Conde Pereira Carneiro, 305 - Imbiribeira, Recife - PE",recife,68,3 Quartos,3 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Academia Aceita animais ...,R$ 2.600 /mês,R$ 2.600 /mês,,2022-06-23 16:42
6913,"Rua Doutor Gaspar Regueira Costa, 36 - Boa Viagem, Recife - PE",recife,80,2 Quartos,1 Banheiro,1 Vaga,Elevador Salão de festas Condomínio fechado Portão eletrônico Portaria 24h,R$ 1.900 /mês,Preço abaixo do mercado,,2022-06-23 16:42
6914,"Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE",recife,149,4 Quartos,4 Banheiros,2 Vagas,Piscina Churrasqueira Condomínio fechado Academia Aceita animais ...,R$ 7.500 /mês,R$ 1.650.000,,2022-06-23 16:42
6915,"Rua Antônio de Sá Leitão - Boa Viagem, Recife - PE",recife,52,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 2.600 /mês,R$ 2.600 /mês,,2022-06-23 16:42
6916,"Graças, Recife - PE",recife,56,2 Quartos,2 Banheiros,1 Vaga,Elevador Academia Jardim Área de serviço Salão de festas ...,R$ 3.800 /mês,R$ 3.800 /mês,,2022-06-23 16:42
6917,"Rua Quarenta e Oito, 117 - Espinheiro, Recife - PE",recife,35,1 Quarto,1 Banheiro,1 Vaga,Piscina Elevador Espaço gourmet Garagem Cozinha ...,R$ 1.680 /mês,R$ 1.680 /mês,R$ 315,2022-06-23 16:42
6918,"Rua Dom João de Souza, 0 - Madalena, Recife - PE",recife,127,2 Quartos,3 Banheiros,1 Vaga,Aceita animais,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:42
6919,"Rua São Vicente - Tamarineira, Recife - PE",recife,149,3 Quartos,2 Banheiros,2 Vagas,Cozinha Área de serviço,R$ 1.900 /mês,Preço abaixo do mercado,,2022-06-23 16:42
6920,"Rua Ministro Nelson Hungria, 696 - Boa Viagem, Recife - PE",recife,58,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 3.100 /mês,R$ 3.100 /mês,,2022-06-23 16:42
6921,"Avenida Conselheiro Rosa e Silva, 1350 - Aflitos, Recife - PE",recife,80,2 Quartos,2 Banheiros,1 Vaga,None,R$ 2.100 /mês,R$ 260.000,,2022-06-23 16:42
6922,"Avenida Conselheiro Aguiar, 4010 - Boa Viagem, Recife - PE",recife,55,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:42
6923,"Rua Visconde de Jequitinhonha, 00 - Boa Viagem, Recife - PE",recife,33,1 Quarto,1 Banheiro,1 Vaga,None,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:42
6924,"Rua Desembargador João Paes - Boa Viagem, Recife - PE",recife,55,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Aceita animais ...,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 16:42
6925,"Rua Aviador Severiano Lins, 1 - Boa Viagem, Recife - PE",recife,95,3 Quartos,3 Banheiros,2 Vagas,Piscina Elevador Aceita animais Jardim Área de serviço ...,R$ 3.000 /mês,Preço abaixo do mercado,,2022-06-23 16:42
6926,"Rua Francisco da Cunha, 1810 - Boa Viagem, Recife - PE",recife,154,3 Quartos,3 Banheiros,2 Vagas,Piscina Elevador Condomínio fechado Academia Aceita animais ...,R$ 5.500 /mês,R$ 5.500 /mês,,2022-06-23 16:42
6927,"Avenida Boa Viagem, 6166 - Boa Viagem, Recife - PE",recife,192,4 Quartos,5 Banheiros,3 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 10.000 /mês,R$ 10.000 /mês,,2022-06-23 16:42
6928,"Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Ar-condicionado ...,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:42
6929,"Boa Viagem, Recife - PE",recife,98,3 Quartos,4 Banheiros,2 Vagas,Garagem Cozinha Circuito de segurança Churrasqueira Piscina,R$ 2.200 /mês,R$ 2.200 /mês,R$ 760,2022-06-23 16:42
6930,"Rua Benjamin Constant, 159 - Torre, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Espaço gourmet Jardim ...,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:42
6931,"Rua da Glória, 445 - Boa Vista, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Cozinha Elevador Área de serviço Vigia,R$ 700 /mês,R$ 700 /mês,R$ 415,2022-06-23 16:42
6932,"Rua Dom Bosco, 1000 - Boa Vista, Recife - PE",recife,67,3 Quartos,2 Banheiros,-- Vaga,Cozinha Interfone Área de serviço,R$ 1.700 /mês,R$ 1.700 /mês,,2022-06-23 16:42
6933,"Rua dos Médicis - Boa Vista, Recife - PE",recife,30,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.600 /mês,R$ 1.600 /mês,R$ 790,2022-06-23 16:42
6934,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6935,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6936,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6937,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6938,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6939,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6940,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6941,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6942,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6943,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6944,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6945,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6946,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6947,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6948,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6949,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6950,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6951,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6952,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6953,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6954,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6955,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6956,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6957,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6958,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6959,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6960,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6961,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6962,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6963,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6964,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6965,"Boa Vista, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
6966,"Rua Estado de Israel, 205 - Ilha do Leite, Recife - PE",recife,25,1 Quarto,1 Banheiro,1 Vaga,Piscina Elevador Academia Espaço gourmet Ar-condicionado ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:42
6967,"Rua Samuel Campelo, 328 - Aflitos, Recife - PE",recife,50,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Varanda Academia Garagem ...,R$ 1.600 /mês,Preço abaixo do mercado,R$ 644,2022-06-23 16:42
6968,"Avenida Engenheiro Alves de Souza - Imbiribeira, Recife - PE",recife,66,3 Quartos,3 Banheiros,1 Vaga,None,R$ 2.600 /mês,R$ 450.000,,2022-06-23 16:42
6969,"Boa Viagem, Recife - PE",recife,100,3 Quartos,3 Banheiros,2 Vagas,None,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:42
6970,"Rua Dom Estevão Brioso, 36 - Boa Viagem, Recife - PE",recife,65,2 Quartos,3 Banheiros,1 Vaga,Piscina Condomínio fechado Varanda Aceita animais Jardim ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:42
6971,"Avenida Conselheiro Aguiar, 1 - Boa Viagem, Recife - PE",recife,54,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Aceita animais ...,R$ 3.300 /mês,R$ 3.300 /mês,,2022-06-23 16:42
6972,"Rua dos Navegantes, 976 - Boa Viagem, Recife - PE",recife,86,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 6.500 /mês,R$ 6.500 /mês,,2022-06-23 16:42
6973,"Boa Viagem, Recife - PE",recife,175,4 Quartos,3 Banheiros,2 Vagas,None,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 16:42
6974,"Boa Viagem, Recife - PE",recife,60,1 Quarto,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Ar-condicionado Jardim ...,R$ 4.000 /mês,R$ 4.000 /mês,,2022-06-23 16:42
6975,"Rua Antônio de Castro - Casa Amarela, Recife - PE",recife,64,3 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Varanda Jardim ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:42
6976,"Rua Antônio Valdevino Costa, 280 - Cordeiro, Recife - PE",recife,68,3 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Varanda ...,R$ 1.300 /mês,R$ 1.300 /mês,R$ 518,2022-06-23 16:42
6977,"Rua Deputado Pedro Pires Ferreira - Graças, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Aceita animais ...,R$ 2.400 /mês,R$ 2.400 /mês,,2022-06-23 16:42
6978,"Rua Bruno Maia, 181 - Graças, Recife - PE",recife,140,3 Quartos,3 Banheiros,1 Vaga,Portão eletrônico Portaria 24h Aceita animais,R$ 1.500 /mês,R$ 1.500 /mês,R$ 800,2022-06-23 16:42
6979,"Avenida Boa Viagem, 130 - Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Academia ...,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:42
6980,"Avenida Conselheiro Aguiar, 130 - Boa Viagem, Recife - PE",recife,55,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Academia ...,R$ 3.050 /mês,R$ 3.050 /mês,,2022-06-23 16:42
6981,"Avenida Fernando Simões Barbosa, 646 - Boa Viagem, Recife - PE",recife,115,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Jardim Área de serviço Playground ...,R$ 3.901 /mês,R$ 3.901 /mês,,2022-06-23 16:42
6982,"Tamarineira, Recife - PE",recife,33,1 Quarto,1 Banheiro,-- Vaga,Piscina Elevador Jardim Espaço verde / Parque Salão de festas ...,R$ 1.950 /mês,R$ 1.950 /mês,,2022-06-23 16:42
6983,"Boa Viagem, Recife - PE",recife,110,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Ar-condicionado ...,R$ 6.000 /mês,R$ 6.000 /mês,,2022-06-23 16:42
6984,"Boa Viagem, Recife - PE",recife,90,3 Quartos,2 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Academia Piscina infantil ...,R$ 3.900 /mês,R$ 3.900 /mês,,2022-06-23 16:42
6985,"Tamarineira, Recife - PE",recife,217,4 Quartos,5 Banheiros,3 Vagas,Elevador Varanda gourmet Interfone,R$ 6.000 /mês,R$ 6.000 /mês,,2022-06-23 16:42
6986,"Rua da Amizade, 161 - Graças, Recife - PE",recife,130,3 Quartos,3 Banheiros,2 Vagas,Elevador Condomínio fechado Ar-condicionado Jardim Salão de festas ...,R$ 2.000 /mês,R$ 2.000 /mês,R$ 1.035,2022-06-23 16:42
6987,"Rua Francisco da Cunha, 1038 - Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Playground Salão de festas ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:42
6988,"Rua Taió, 126 - Cordeiro, Recife - PE",recife,75,3 Quartos,2 Banheiros,1 Vaga,Condomínio fechado Varanda Jardim Área de serviço Espaço verde / Parque ...,R$ 700 /mês,Preço abaixo do mercado,R$ 450,2022-06-23 16:42
6989,"Avenida República do Líbano, 0 - Pina, Recife - PE",recife,54,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Academia Aceita animais Espaço gourmet ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:42
6990,"Rua Engenheiro Clóvis de Castro, 70 - Parnamirim, Recife - PE",recife,90,3 Quartos,2 Banheiros,1 Vaga,Área de serviço Aceita animais,R$ 1.700 /mês,R$ 1.700 /mês,,2022-06-23 16:42
6991,"Rua Setúbal, 860 - Boa Viagem, Recife - PE",recife,240,4 Quartos,3 Banheiros,2 Vagas,Cozinha Elevador Playground Sala de massagem Spa,R$ 3.000 /mês,R$ 3.000 /mês,R$ 1.300,2022-06-23 16:42
6992,"Boa Viagem, Recife - PE",recife,98,3 Quartos,3 Banheiros,-- Vaga,None,R$ 2.300 /mês,Preço abaixo do mercado,R$ 760,2022-06-23 16:42
6993,"Rua Faustino Porto, 0 - Boa Viagem, Recife - PE",recife,54,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Varanda ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:42
6994,"Rua dos Navegantes, 2083 - Boa Viagem, Recife - PE",recife,62,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 3.800 /mês,R$ 3.800 /mês,,2022-06-23 16:42
6995,"Rua Capitão Rebelinho, 6 - Pina, Recife - PE",recife,126,3 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 5.500 /mês,R$ 5.500 /mês,,2022-06-23 16:42
6996,"Encruzilhada, Recife - PE",recife,30,1 Quarto,1 Banheiro,1 Vaga,Elevador Garagem Piscina Salão de festas,R$ 1.500 /mês,R$ 1.500 /mês,R$ 300,2022-06-23 16:42
6997,"Rua Costa Gomes, 1 - Madalena, Recife - PE",recife,76,3 Quartos,3 Banheiros,1 Vaga,Elevador Portaria 24h Aceita animais,R$ 2.500 /mês,R$ 270.000,R$ 620,2022-06-23 16:42
6998,"Avenida Boa Viagem - Pina, Recife - PE",recife,55,2 Quartos,1 Banheiro,1 Vaga,Piscina Academia Playground Salão de festas Bicicletário ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:42
6999,"Avenida República do Líbano, 540 - Pina, Recife - PE",recife,50,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Academia ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:42
7000,"Boa Viagem, Recife - PE",recife,200,4 Quartos,3 Banheiros,-- Vaga,Playground Salão de festas Elevador,R$ 5.800 /mês,R$ 5.800 /mês,,2022-06-23 16:42
7001,"Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",recife,160,4 Quartos,6 Banheiros,3 Vagas,Piscina Churrasqueira Elevador Ar-condicionado Depósito ...,R$ 6.000 /mês,R$ 6.000 /mês,R$ 2.500,2022-06-23 16:42
7002,"Rua Estado de Israel, 205 - Ilha do Leite, Recife - PE",recife,25,1 Quarto,1 Banheiro,1 Vaga,Piscina Elevador Academia Espaço gourmet Ar-condicionado ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:42
7003,"Rua Samuel Campelo, 328 - Aflitos, Recife - PE",recife,50,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Varanda Academia Garagem ...,R$ 1.600 /mês,Preço abaixo do mercado,R$ 644,2022-06-23 16:42
7004,"Avenida Engenheiro Alves de Souza - Imbiribeira, Recife - PE",recife,66,3 Quartos,3 Banheiros,1 Vaga,None,R$ 2.600 /mês,R$ 450.000,,2022-06-23 16:42
7005,"Boa Viagem, Recife - PE",recife,100,3 Quartos,3 Banheiros,2 Vagas,None,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:42
7006,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7007,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7008,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7009,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7010,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7011,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7012,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7013,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7014,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7015,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7016,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7017,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7018,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7019,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7020,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7021,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7022,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7023,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7024,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7025,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7026,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:42
7027,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7028,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7029,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7030,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7031,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7032,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7033,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7034,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7035,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7036,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7037,"Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7038,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,30,1 Quarto,,,None,None,None,,2022-06-23 16:43
7039,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7040,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7041,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7042,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7043,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7044,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7045,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7046,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7047,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7048,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7049,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7050,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7051,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7052,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7053,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7054,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7055,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7056,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7057,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7058,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7059,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
