,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
7060,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7061,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7062,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7063,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7064,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7065,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7066,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7067,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7068,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7069,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7070,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7071,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7072,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7073,"Rua Ribeiro de Brito - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7074,"Rua dos Navegantes - Boa Viagem, Recife - PE",recife,95,3 Quartos,3 Banheiros,2 Vagas,None,R$ 2.300 /mês,R$ 2.300 /mês,R$ 107.000,2022-06-23 16:43
7075,"Rua Setúbal - Boa Viagem, Recife - PE",recife,150,3 Quartos,3 Banheiros,2 Vagas,Segurança 24h Interfone Lavanderia Salão de festas Academia,R$ 3.990 /mês,R$ 660.000,R$ 850,2022-06-23 16:43
7076,"Boa Viagem, Recife - PE",recife,57,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Área de serviço Varanda gourmet Cozinha ...,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 16:43
7077,"Avenida Doutor Malaquias - Graças, Recife - PE",recife,88,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Academia Aceita animais ...,R$ 3.400 /mês,R$ 3.400 /mês,,2022-06-23 16:43
7078,"Boa Viagem, Recife - PE",recife,58,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Ar-condicionado Área de serviço ...,R$ 4.000 /mês,R$ 4.000 /mês,,2022-06-23 16:43
7079,"Rua Viriato Correia - Boa Viagem, Recife - PE",recife,47,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Academia Jardim Playground ...,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:43
7080,"Rua Setúbal, 638 - Boa Viagem, Recife - PE",recife,170,4 Quartos,2 Banheiros,3 Vagas,Piscina Mobiliado Churrasqueira Elevador Varanda ...,R$ 8.000 /mês,R$ 8.000 /mês,,2022-06-23 16:43
7081,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,160,4 Quartos,3 Banheiros,2 Vagas,Elevador Salão de festas Condomínio fechado,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 16:43
7082,"Avenida Engenheiro Domingos Ferreira - Boa Viagem, Recife - PE",recife,80,2 Quartos,2 Banheiros,1 Vaga,Elevador Condomínio fechado Portão eletrônico Aceita animais,R$ 2.000 /mês,R$ 2.000 /mês,,2022-06-23 16:43
7083,"Rua Visconde de Itaparica, 84 - Torre, Recife - PE",recife,69,2 Quartos,2 Banheiros,-- Vaga,None,R$ 1.800 /mês,R$ 1.800 /mês,,2022-06-23 16:43
7084,"Avenida Liberdade, 110 - Sancho, Recife - PE",recife,59,3 Quartos,1 Banheiro,1 Vaga,None,R$ 2.000 /mês,R$ 2.000 /mês,,2022-06-23 16:43
7085,"Rua Baltazar Passos, 259 - Boa Viagem, Recife - PE",recife,163,5 Quartos,5 Banheiros,2 Vagas,None,R$ 5.900 /mês,R$ 5.900 /mês,,2022-06-23 16:43
7086,"Avenida Fernando Simões Barbosa, 668 - Boa Viagem, Recife - PE",recife,94,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Jardim Área de serviço Cozinha ...,R$ 3.496 /mês,R$ 3.496 /mês,,2022-06-23 16:43
7087,"Rua Doutor Pedro de Mello Cahu, 0 - Boa Viagem, Recife - PE",recife,173,4 Quartos,5 Banheiros,3 Vagas,Piscina Churrasqueira Elevador Condomínio fechado Varanda ...,R$ 6.800 /mês,R$ 6.800 /mês,R$ 1.150,2022-06-23 16:43
7088,"Rua Bartolomeu de Gusmão, 186 - Madalena, Recife - PE",recife,54,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Academia Playground ...,R$ 2.000 /mês,R$ 320.000,R$ 650,2022-06-23 16:43
7089,"Avenida Boa Viagem, 1379 - Pina, Recife - PE",recife,150,4 Quartos,5 Banheiros,3 Vagas,None,R$ 7.000 /mês,R$ 7.000 /mês,,2022-06-23 16:43
7090,"Rua Antônio Falcão, 979 - Boa Viagem, Recife - PE",recife,59,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Varanda ...,R$ 3.100 /mês,R$ 3.100 /mês,,2022-06-23 16:43
7091,"Rua Maria Carolina - Boa Viagem, Recife - PE",recife,75,3 Quartos,2 Banheiros,1 Vaga,Elevador Condomínio fechado Jardim Área de serviço Espaço verde / Parque ...,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:43
7092,"Rua de Apipucos, 50 - Apipucos, Recife - PE",recife,172,4 Quartos,5 Banheiros,3 Vagas,Piscina Churrasqueira Academia Área de serviço Playground ...,R$ 7.750 /mês,R$ 7.750 /mês,,2022-06-23 16:43
7093,"Rua Senador Fábio de Barros, 55 - Madalena, Recife - PE",recife,61,3 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Varanda Aceita animais ...,R$ 2.700 /mês,R$ 2.700 /mês,,2022-06-23 16:43
7094,"Santo Amaro, Recife - PE",recife,208,4 Quartos,2 Banheiros,-- Vaga,Piscina Academia Playground Varanda gourmet Piscina infantil ...,R$ 8.500 /mês,R$ 8.500 /mês,,2022-06-23 16:43
7095,"Rua Major Armando de Souza Melo - Boa Viagem, Recife - PE",recife,60,2 Quartos,2 Banheiros,2 Vagas,Piscina Elevador Condomínio fechado Aceita animais Jardim ...,R$ 2.700 /mês,R$ 400.000,,2022-06-23 16:43
7096,"Rua Professor Júlio Ferreira de Melo - Boa Viagem, Recife - PE",recife,184,4 Quartos,5 Banheiros,3 Vagas,Piscina Playground Segurança 24h,R$ 12.000 /mês,R$ 2.500.000,,2022-06-23 16:43
7097,"Rua Teles Júnior, 0 - Aflitos, Recife - PE",recife,145,4 Quartos,4 Banheiros,2 Vagas,Aceita animais,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 16:43
7098,"Rua dos Navegantes, 345 - Boa Viagem, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 4.100 /mês,R$ 4.100 /mês,,2022-06-23 16:43
7099,"Rua dos Navegantes, 60 - Boa Viagem, Recife - PE",recife,60,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 3.800 /mês,R$ 3.800 /mês,,2022-06-23 16:43
7100,"Rua Francisco da Cunha - Boa Viagem, Recife - PE",recife,73,3 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Jardim Playground ...,R$ 2.599 /mês,R$ 2.599 /mês,,2022-06-23 16:43
7101,"Rua Dezenove de Abril, 30 - Casa Forte, Recife - PE",recife,412,5 Quartos,2 Banheiros,2 Vagas,Condomínio fechado Portão eletrônico Portaria 24h,R$ 7.000 /mês,R$ 7.000 /mês,,2022-06-23 16:43
7102,"Rua Sansão Ribeiro - Boa Viagem, Recife - PE",recife,55,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Elevador Interfone Piscina Área de serviço,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:43
7103,"Rua Padre Roma - Tamarineira, Recife - PE",recife,61,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Ar-condicionado Área de serviço ...,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:43
7104,"Avenida Parnamirim, 375 - Parnamirim, Recife - PE",recife,44,2 Quartos,1 Banheiro,1 Vaga,Condomínio fechado Portão eletrônico Portaria 24h,R$ 3.700 /mês,R$ 3.700 /mês,,2022-06-23 16:43
7105,"Estrada das Ubáias, 200 - Casa Forte, Recife - PE",recife,58,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 2.350 /mês,R$ 2.350 /mês,,2022-06-23 16:43
7106,"Rua Professor Júlio Ferreira de Melo - Boa Viagem, Recife - PE",recife,185,4 Quartos,6 Banheiros,3 Vagas,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 12.000 /mês,R$ 12.000 /mês,,2022-06-23 16:43
7107,"Rua Ernesto de Paula Santos, 561 - Boa Viagem, Recife - PE",recife,50,1 Quarto,1 Banheiro,1 Vaga,Cozinha,R$ 1.500 /mês,Preço abaixo do mercado,,2022-06-23 16:43
7108,"Rua São Francisco de Assis, 92 - Boa Viagem, Recife - PE",recife,28,1 Quarto,1 Banheiro,1 Vaga,Elevador Condomínio fechado Aceita animais Jardim Portaria 24h ...,R$ 1.600 /mês,R$ 1.600 /mês,,2022-06-23 16:43
7109,"Rua do Cupim - Graças, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Condomínio fechado Aceita animais Ar-condicionado ...,R$ 2.550 /mês,R$ 2.550 /mês,,2022-06-23 16:43
7110,"Rua dos Navegantes - Boa Viagem, Recife - PE",recife,95,3 Quartos,3 Banheiros,2 Vagas,None,R$ 2.300 /mês,R$ 2.300 /mês,R$ 107.000,2022-06-23 16:43
7111,"Rua Setúbal - Boa Viagem, Recife - PE",recife,150,3 Quartos,3 Banheiros,2 Vagas,Segurança 24h Interfone Lavanderia Salão de festas Academia,R$ 3.990 /mês,R$ 660.000,R$ 850,2022-06-23 16:43
7112,"Boa Viagem, Recife - PE",recife,57,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Área de serviço Varanda gourmet Cozinha ...,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 16:43
7113,"Avenida Doutor Malaquias - Graças, Recife - PE",recife,88,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Academia Aceita animais ...,R$ 3.400 /mês,R$ 3.400 /mês,,2022-06-23 16:43
7114,"Boa Viagem, Recife - PE",recife,58,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Ar-condicionado Área de serviço ...,R$ 4.000 /mês,R$ 4.000 /mês,,2022-06-23 16:43
7115,"Rua Viriato Correia - Boa Viagem, Recife - PE",recife,47,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Academia Jardim Playground ...,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:43
7116,"Rua Setúbal, 638 - Boa Viagem, Recife - PE",recife,170,4 Quartos,2 Banheiros,3 Vagas,Piscina Mobiliado Churrasqueira Elevador Varanda ...,R$ 8.000 /mês,R$ 8.000 /mês,,2022-06-23 16:43
7117,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7118,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7119,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7120,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7121,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7122,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7123,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7124,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7125,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7126,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7127,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7128,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7129,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7130,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7131,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7132,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7133,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7134,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7135,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7136,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7137,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7138,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7139,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7140,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7141,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7142,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7143,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7144,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7145,"Rua Dona Uzinha Nunes, 47 - Boa Viagem, Recife - PE",recife,,,,,None,None,None,,2022-06-23 16:43
7146,"Avenida Boa Viagem, 2290 - Boa Viagem, Recife - PE",recife,55,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Aceita animais ...,R$ 4.200 /mês,R$ 4.200 /mês,,2022-06-23 16:43
7147,"Rua Professor Eduardo Wanderley Filho - Boa Viagem, Recife - PE",recife,32,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.900 /mês,R$ 1.900 /mês,,2022-06-23 16:43
7148,"Boa Viagem, Recife - PE",recife,100,3 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Área de serviço Quadra poliesportiva ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:43
7149,"Avenida Beira Rio - Ilha do Retiro, Recife - PE",recife,198,4 Quartos,5 Banheiros,3 Vagas,Piscina Mobiliado Varanda Espaço gourmet Playground ...,R$ 3.000 /mês,R$ 3.000 /mês,R$ 1.900,2022-06-23 16:43
7150,"Avenida Boa Viagem, 3098 - Boa Viagem, Recife - PE",recife,80,2 Quartos,2 Banheiros,1 Vaga,None,R$ 5.500 /mês,R$ 5.500 /mês,,2022-06-23 16:43
7151,"Rua Ernesto de Paula Santos, 175 - Boa Viagem, Recife - PE",recife,164,4 Quartos,2 Banheiros,2 Vagas,None,R$ 2.930 /mês,R$ 2.930 /mês,R$ 1.350,2022-06-23 16:43
7152,"Rua Professor Ruy Baptista - Boa Viagem, Recife - PE",recife,135,4 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Varanda Academia ...,R$ 3.800 /mês,R$ 3.800 /mês,R$ 900,2022-06-23 16:43
7153,"Rua Professor José Brandão, 377 - Boa Viagem, Recife - PE",recife,33,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:43
7154,"Rua Setúbal, 716 - Boa Viagem, Recife - PE",recife,57,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Aceita animais ...,R$ 2.800 /mês,R$ 2.800 /mês,R$ 660,2022-06-23 16:43
7155,"Praça Phaelante da Câmara, 1470 - Rosarinho, Recife - PE",recife,65,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 2.000 /mês,R$ 2.000 /mês,,2022-06-23 16:43
7156,"Avenida Inácio Monteiro, 1071 - Cordeiro, Recife - PE",recife,75,3 Quartos,1 Banheiro,1 Vaga,Varanda Garagem Área de serviço Cozinha Depósito ...,R$ 820 /mês,Preço abaixo do mercado,R$ 230,2022-06-23 16:43
7157,"Rua Desembargador João Paes, 60 - Boa Viagem, Recife - PE",recife,55,2 Quartos,1 Banheiro,1 Vaga,Espaço gourmet Elevador Varanda gourmet Piscina,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:43
7158,"Rua Ministro Nelson Hungria, 300 - Boa Viagem, Recife - PE",recife,37,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.800 /mês,R$ 1.800 /mês,,2022-06-23 16:43
7159,"Rua Ministro Nelson Hungria, 696 - Boa Viagem, Recife - PE",recife,36,1 Quarto,1 Banheiro,-- Vaga,Elevador Piscina Portaria 24h Ar-condicionado Mobiliado,R$ 150 /dia,R$ 150 /dia,,2022-06-23 16:43
7160,"Rua Gomes Pacheco, 365 - Espinheiro, Recife - PE",recife,70,2 Quartos,2 Banheiros,1 Vaga,Salão de festas Jardim Aceita animais Ar-condicionado Elevador,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:43
7161,"Avenida Beira Rio, 741 - Madalena, Recife - PE",recife,41,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Churrasqueira Elevador Academia Ar-condicionado ...,R$ 2.500 /mês,R$ 2.500 /mês,R$ 730,2022-06-23 16:43
7162,"Rua Izabel Magalhães - Boa Viagem, Recife - PE",recife,67,3 Quartos,1 Banheiro,1 Vaga,None,R$ 3.200 /mês,R$ 600.000,,2022-06-23 16:43
7163,"Rua Francisco da Cunha, 28 - Boa Viagem, Recife - PE",recife,94,4 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Condomínio fechado Varanda Academia ...,R$ 5.700 /mês,R$ 5.700 /mês,,2022-06-23 16:43
7164,"Rua Desembargador João Paes - Boa Viagem, Recife - PE",recife,64,2 Quartos,1 Banheiro,1 Vaga,None,R$ 2.825 /mês,R$ 395.000,,2022-06-23 16:43
7165,"Boa Viagem, Recife - PE",recife,237,4 Quartos,2 Banheiros,-- Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 15.000 /mês,R$ 15.000 /mês,,2022-06-23 16:43
7166,"Rua Antônio Falcão, 254 - Boa Viagem, Recife - PE",recife,114,3 Quartos,3 Banheiros,1 Vaga,Elevador Condomínio fechado Varanda Aceita animais Área de serviço ...,R$ 1.400 /mês,R$ 380.000,R$ 825,2022-06-23 16:43
7167,"Rua Faustino Porto, 0 - Boa Viagem, Recife - PE",recife,54,2 Quartos,2 Banheiros,1 Vaga,Mobiliado Elevador Condomínio fechado Varanda Academia ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:43
7168,"Avenida Pedro Paes Mendonça, 100 - Boa Viagem, Recife - PE",recife,96,3 Quartos,3 Banheiros,2 Vagas,Piscina Elevador Condomínio fechado Academia Aceita animais ...,R$ 5.200 /mês,R$ 5.200 /mês,,2022-06-23 16:43
7169,"Rua Poeta Zezito Neves, 0 - Boa Viagem, Recife - PE",recife,118,3 Quartos,3 Banheiros,2 Vagas,Piscina Elevador Condomínio fechado Aceita animais Ar-condicionado ...,R$ 5.499 /mês,R$ 5.499 /mês,,2022-06-23 16:43
7170,"Rua Vitoriano Palhares, 255 - Torre, Recife - PE",recife,90,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio fechado Aceita animais ...,R$ 1.400 /mês,R$ 1.400 /mês,R$ 1.200,2022-06-23 16:43
7171,"Rua Faustino Porto, 458 - Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Academia ...,R$ 3.100 /mês,R$ 3.100 /mês,,2022-06-23 16:43
7172,"Rua General Salgado - Boa Viagem, Recife - PE",recife,120,3 Quartos,2 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio fechado Varanda ...,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 16:43
7173,"Monteiro, Recife - PE",recife,172,4 Quartos,6 Banheiros,3 Vagas,Garagem Cozinha Playground Piscina Quadra poliesportiva,R$ 5.500 /mês,R$ 5.500 /mês,R$ 1.500,2022-06-23 16:43
7174,"Avenida Boa Viagem, 178 - Boa Viagem, Recife - PE",recife,201,4 Quartos,4 Banheiros,3 Vagas,Piscina Playground Salão de festas Portaria 24h Portão eletrônico,R$ 11.000 /mês,R$ 11.000 /mês,,2022-06-23 16:43
7175,"Rua Gervásio Pires - Boa Vista, Recife - PE",recife,50,1 Quarto,1 Banheiro,1 Vaga,Condomínio fechado Portão eletrônico Portaria 24h,R$ 1.350 /mês,R$ 1.350 /mês,,2022-06-23 16:43
7176,"Avenida Boa Viagem, 1906 - Pina, Recife - PE",recife,43,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Academia ...,R$ 3.650 /mês,R$ 3.650 /mês,,2022-06-23 16:43
7177,"Avenida Conselheiro Aguiar, 3600 - Boa Viagem, Recife - PE",recife,107,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Churrasqueira Elevador Ar-condicionado Área de serviço ...,R$ 4.000 /mês,R$ 4.000 /mês,R$ 782,2022-06-23 16:43
7178,"Rua Setúbal - Boa Viagem, Recife - PE",recife,360,3 Quartos,2 Banheiros,4 Vagas,Jardim Salão de festas Playground Elevador Portaria 24h,R$ 8.500 /mês,R$ 8.500 /mês,,2022-06-23 16:43
7179,"Avenida Fernando Simões Barbosa, 646 - Boa Viagem, Recife - PE",recife,115,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Jardim ...,R$ 3.922 /mês,R$ 3.922 /mês,,2022-06-23 16:43
7180,"Rua Allan Kardec, 123 - Imbiribeira, Recife - PE",recife,66,2 Quartos,2 Banheiros,1 Vaga,Condomínio fechado Aceita animais Jardim Área de serviço Bicicletário ...,R$ 1.000 /mês,R$ 250.000,R$ 467,2022-06-23 16:43
7181,"Rua Desembargador João Paes, 60 - Boa Viagem, Recife - PE",recife,52,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Varanda ...,R$ 4.000 /mês,R$ 4.000 /mês,,2022-06-23 16:43
7182,"Rua Jundiaí, 429 - Tirol, Natal - RN",natal,60,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:43
7183,"Avenida Praia de Ponta Negra, 9175 - Ponta Negra, Natal - RN",natal,52,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 2.300 /mês,R$ 2.300 /mês,,2022-06-23 16:43
7184,"Rua Pintor Newton Navarro, 2080 - Cidade Satelite, Natal - RN",natal,30,1 Quarto,1 Banheiro,-- Vaga,Mobiliado Condomínio fechado Jardim Bicicletário Cozinha americana ...,R$ 550 /mês,R$ 550 /mês,,2022-06-23 16:43
7185,"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Tirol, Natal - RN",natal,59,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio fechado Academia ...,R$ 2.000 /mês,Preço abaixo do mercado,R$ 500,2022-06-23 16:43
7186,"Avenida das Conchas, 2179 - Ponta Negra, Natal - RN",natal,94,3 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Condomínio fechado Ar-condicionado ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:43
7187,"Alameda das Mansões, 3693 - Candelária, Natal - RN",natal,85,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Condomínio fechado Aceita animais Ar-condicionado Playground ...,R$ 2.100 /mês,R$ 2.100 /mês,,2022-06-23 16:43
7188,"Rua Presbítero Porfírio Gomes da Silva, 1568 - Capim Macio, Natal - RN",natal,57,2 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio fechado Academia Salão de festas ...,R$ 2.050 /mês,R$ 2.050 /mês,,2022-06-23 16:43
7189,"Rua Alexandre Câmara, 1977 - Capim Macio, Natal - RN",natal,95,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Churrasqueira Elevador Condomínio fechado Academia ...,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 16:43
7190,"Rua Potengi, 521 - Petrópolis, Natal - RN",natal,58,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Varanda ...,R$ 1.850 /mês,R$ 1.850 /mês,,2022-06-23 16:43
7191,"Rua Horácio Dantas, 138 - Candelária, Natal - RN",natal,25,1 Quarto,1 Banheiro,1 Vaga,Aceita animais Ar-condicionado Mobiliado Lavanderia Condomínio fechado,R$ 989 /mês,R$ 989 /mês,R$ 110,2022-06-23 16:43
7192,"Rua Desembargador Dionísio Filgueira, 0 - Petrópolis, Natal - RN",natal,58,2 Quartos,2 Banheiros,1 Vaga,Elevador Condomínio fechado Academia Aceita animais Área de serviço ...,R$ 1.700 /mês,R$ 1.700 /mês,,2022-06-23 16:43
